id,product_id,warehouse_id,stock_level,reorder_threshold,updated_at
20e80739-f583-5508-942b-05a07046da1a,b5dfd023-13cd-5a22-af06-77a4f3d8e385,915b9517-c3e0-56bb-9f5b-959c6c507cc4,41,57,2025-10-02 09:20:14+00
59df3c68-ab11-5766-84b8-9e1bcd427233,48e335fe-7ba1-5798-a29e-d2194bcfc54c,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,142,59,2025-10-02 09:01:43+00
3afaea01-9763-56b0-8871-7b62dcce8af2,48e335fe-7ba1-5798-a29e-d2194bcfc54c,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,197,92,2025-10-02 09:11:23+00
40933e3f-57eb-5e52-9780-1390750c36f8,3c07f5e9-a98f-547f-8a0b-690af8bd63bf,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,144,61,2025-10-02 09:07:57+00
54a547c5-3a09-59a5-8430-d23799259d9b,3c07f5e9-a98f-547f-8a0b-690af8bd63bf,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,280,89,2025-10-02 09:24:23+00
20f30edb-531f-535d-a2f1-c4ef6b6d180f,9ef47125-361f-54a2-900b-fefd3ebdcf45,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,167,84,2025-10-02 09:22:43+00
7be35663-1659-5ce9-900e-9b65771bb2c8,9ef47125-361f-54a2-900b-fefd3ebdcf45,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,43,46,2025-10-02 09:26:17+00
47b59123-884c-5ccd-bfc2-ae1f914a6465,9ef47125-361f-54a2-900b-fefd3ebdcf45,22113422-0935-5ebd-b323-7908c0e6bfd5,155,69,2025-10-02 09:15:00+00
50e19fc7-4c37-5f2f-88e9-dfb323db9956,86d2c2b7-6d44-5db0-80f5-b0b5d4450020,81c0642e-2463-5abd-ae26-b4b567d51419,329,104,2025-10-02 09:22:00+00
4ca33201-98b2-58d8-94ed-9af1bb792653,86d2c2b7-6d44-5db0-80f5-b0b5d4450020,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,101,59,2025-10-02 09:25:54+00
911b52ab-2499-5984-b63f-9d308a87f7e4,86d2c2b7-6d44-5db0-80f5-b0b5d4450020,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,136,68,2025-10-02 09:02:31+00
f028ffd2-f35f-583d-8c8d-688513b747ec,7e09b1aa-68bf-505d-b14f-18d44a36ac49,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,105,50,2025-10-02 09:08:09+00
67d0f354-e180-5dfc-866b-c5eaa5af345d,7e09b1aa-68bf-505d-b14f-18d44a36ac49,6400998a-1542-5bd0-baca-290648d04849,138,43,2025-10-02 09:26:05+00
136ec670-0bc4-5682-8955-2ddd4415dc6e,7b353c3c-a4b4-534b-bd1b-1a79c231638e,81c0642e-2463-5abd-ae26-b4b567d51419,208,59,2025-10-02 09:12:02+00
da40ec56-94bc-5e20-903a-5ddda8dadeb3,7b353c3c-a4b4-534b-bd1b-1a79c231638e,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,123,51,2025-10-02 09:04:18+00
0ab1b2a4-a9c1-5dc6-9eba-bd0d713dede7,7b353c3c-a4b4-534b-bd1b-1a79c231638e,915b9517-c3e0-56bb-9f5b-959c6c507cc4,175,114,2025-10-02 09:08:25+00
e9b305f3-b22b-5c0d-96c4-f6048c99f58e,0d71fd0a-41a3-5fb5-b3fa-cb0f26d30c01,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,210,94,2025-10-02 09:14:55+00
20eea2ba-7eec-5794-8e75-e2fac2710bec,0d71fd0a-41a3-5fb5-b3fa-cb0f26d30c01,915b9517-c3e0-56bb-9f5b-959c6c507cc4,62,81,2025-10-02 09:17:37+00
602b1316-010d-5956-bd55-3f32603c95ce,bb476db0-2595-519b-ab3c-05274782c491,915b9517-c3e0-56bb-9f5b-959c6c507cc4,260,99,2025-10-02 09:01:59+00
efea9a4f-6e05-5209-a622-a3e5c09c8b0c,bb476db0-2595-519b-ab3c-05274782c491,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,303,105,2025-10-02 09:19:32+00
49da8318-502f-54bb-b2e8-775e958f685b,2c773e4f-da4e-5fba-b1f4-1caea77c6c13,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,81,73,2025-10-02 09:14:15+00
c40005c0-22c4-5ae8-8a2f-c0056216488e,2c773e4f-da4e-5fba-b1f4-1caea77c6c13,22113422-0935-5ebd-b323-7908c0e6bfd5,95,50,2025-10-02 09:27:05+00
dafd7a28-1952-54b1-ba74-b1517344f2cc,a9d6d43d-e379-54ba-afb0-56f1f264a60b,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,83,60,2025-10-02 09:07:41+00
967ff627-6530-5ea8-8a87-db93adf6a13f,a9d6d43d-e379-54ba-afb0-56f1f264a60b,81c0642e-2463-5abd-ae26-b4b567d51419,181,83,2025-10-02 09:21:28+00
e4f031b1-b8a9-5db6-83b8-f3736c05aef7,f90d9be0-1064-5c2d-9b9c-f79bff45707b,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,171,72,2025-10-02 09:14:47+00
09bc4b96-3166-5de2-aeb7-25e068e66299,f90d9be0-1064-5c2d-9b9c-f79bff45707b,22113422-0935-5ebd-b323-7908c0e6bfd5,74,45,2025-10-02 09:21:46+00
cf7be7cf-6a49-57d2-8c95-fc6181ae91d9,f90d9be0-1064-5c2d-9b9c-f79bff45707b,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,102,62,2025-10-02 09:01:54+00
3150b476-994c-54a8-9849-01bde7747e4e,17dec366-06e0-5e4f-8045-2979f0ab157e,81c0642e-2463-5abd-ae26-b4b567d51419,80,42,2025-10-02 09:22:32+00
ad930d62-457a-531e-a377-c5591cf85224,17dec366-06e0-5e4f-8045-2979f0ab157e,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,158,103,2025-10-02 09:27:59+00
5ffd0950-8fb1-574b-9a9c-33f3239ff37d,17dec366-06e0-5e4f-8045-2979f0ab157e,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,63,42,2025-10-02 09:05:37+00
9f705770-f3ca-536b-bf76-49850a88dd09,6383e631-9d50-5faa-bc15-31f515f15ac0,81c0642e-2463-5abd-ae26-b4b567d51419,0,42,2025-10-02 09:18:57+00
94beb90b-1a7f-54d9-aa8f-414ee251d3c2,6383e631-9d50-5faa-bc15-31f515f15ac0,6400998a-1542-5bd0-baca-290648d04849,153,103,2025-10-02 09:12:57+00
203003bc-5b64-5830-908e-17ef67f3c592,957642c3-1981-55d3-a1b3-a4cd53a48a64,81c0642e-2463-5abd-ae26-b4b567d51419,240,81,2025-10-02 09:29:07+00
f6d8e86d-9de3-5cec-98c7-dd0ff1e75dea,957642c3-1981-55d3-a1b3-a4cd53a48a64,6400998a-1542-5bd0-baca-290648d04849,336,118,2025-10-02 09:18:01+00
5c52c04e-548a-5a05-8310-2f28f5a34a4b,59f2c3e2-7579-59f1-b83f-7cf6c9be96ef,81c0642e-2463-5abd-ae26-b4b567d51419,136,93,2025-10-02 09:21:06+00
30f68677-548a-5873-bfc3-27f85d8a1f04,59f2c3e2-7579-59f1-b83f-7cf6c9be96ef,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,218,110,2025-10-02 09:12:30+00
fac85b51-9f04-560d-abd0-5455981ccf2c,59f2c3e2-7579-59f1-b83f-7cf6c9be96ef,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,386,116,2025-10-02 09:03:06+00
5be97b9f-66ad-54f7-b3fc-113707a43664,5e15a6f4-812e-5a9b-8a56-a40b06de3d51,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,317,111,2025-10-02 09:08:39+00
83596f64-d2a2-592d-ade1-e65f3bd47f0f,5e15a6f4-812e-5a9b-8a56-a40b06de3d51,22113422-0935-5ebd-b323-7908c0e6bfd5,131,67,2025-10-02 09:09:49+00
7b802fb2-8b3e-5582-8d2d-bb5e200a36e6,fe3d046f-f086-5f5e-a5d6-9297122d3e44,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,145,63,2025-10-02 09:18:11+00
02a769d8-1661-5a6c-881b-dd5fa0bcc92c,fe3d046f-f086-5f5e-a5d6-9297122d3e44,81c0642e-2463-5abd-ae26-b4b567d51419,184,76,2025-10-02 09:21:50+00
192b72e1-ba5a-5aed-b7bf-ac3ac5c6b7c0,2ec0b7e3-a303-575a-8cc2-dd9b0a5313ef,915b9517-c3e0-56bb-9f5b-959c6c507cc4,238,84,2025-10-02 09:24:05+00
41ab209c-2ccf-5de3-a6ca-e6052ec44203,2ec0b7e3-a303-575a-8cc2-dd9b0a5313ef,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,39,45,2025-10-02 09:10:41+00
630215a4-ac71-5a80-9bfa-77c326360fb6,42a24d69-121e-5814-8f11-a80a9e179d9b,22113422-0935-5ebd-b323-7908c0e6bfd5,110,74,2025-10-02 09:04:36+00
a5898919-0ca5-5fb8-ae5b-93a56bdb4b45,42a24d69-121e-5814-8f11-a80a9e179d9b,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,40,46,2025-10-02 09:04:17+00
234d785c-1b9f-5001-a45a-fefd5729cbb8,42a24d69-121e-5814-8f11-a80a9e179d9b,81c0642e-2463-5abd-ae26-b4b567d51419,155,86,2025-10-02 09:28:17+00
06ab380f-8f18-535a-b8f0-f67a4732879e,42f05440-ed53-5775-a853-6a9d405237b9,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,194,108,2025-10-02 09:22:11+00
78b10de6-47f4-5db7-b8cc-7197bcaf70c0,42f05440-ed53-5775-a853-6a9d405237b9,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,106,76,2025-10-02 09:21:11+00
5f747a39-e384-5bf4-89e7-305ff38e7d42,42f05440-ed53-5775-a853-6a9d405237b9,22113422-0935-5ebd-b323-7908c0e6bfd5,161,71,2025-10-02 09:11:57+00
cc31cf51-0bc9-5f5b-a208-26ebad1f93a3,c6e72b53-9758-594d-8dbb-f63ab2422311,6400998a-1542-5bd0-baca-290648d04849,239,96,2025-10-02 09:19:15+00
020d38ac-5c04-5657-99b4-55fc91ba8371,c6e72b53-9758-594d-8dbb-f63ab2422311,22113422-0935-5ebd-b323-7908c0e6bfd5,176,108,2025-10-02 09:12:08+00
7c3b38b5-d4f9-519f-9155-3937e411ecb8,97de5682-46a3-5423-950b-0789f073c9bf,915b9517-c3e0-56bb-9f5b-959c6c507cc4,143,93,2025-10-02 09:28:33+00
25e53b0f-25a4-5b03-9fe6-21a4d482be7d,97de5682-46a3-5423-950b-0789f073c9bf,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,281,98,2025-10-02 09:19:39+00
51c6fd8d-2d54-54db-9b13-d61bcb32720c,2a56ed6c-fb3d-5b1d-a30d-30c27fb8f03f,915b9517-c3e0-56bb-9f5b-959c6c507cc4,256,73,2025-10-02 09:15:12+00
c9405f4d-680d-5e58-974a-80d77b2e9d3c,2a56ed6c-fb3d-5b1d-a30d-30c27fb8f03f,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,83,57,2025-10-02 09:18:15+00
859b85a5-59e1-51be-b26c-df2f91ce0933,56e321ae-76f5-5c36-a71e-0d103b25cb7e,22113422-0935-5ebd-b323-7908c0e6bfd5,83,41,2025-10-02 09:12:43+00
996fe322-a7a0-58bc-a253-fb83331e2905,56e321ae-76f5-5c36-a71e-0d103b25cb7e,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,177,112,2025-10-02 09:24:07+00
2a39dfcb-e85b-5618-8925-0f5f9e81d83a,07bc88ed-653f-5d5c-8405-1b54fd0bc93a,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,321,95,2025-10-02 09:24:21+00
8fd12f5d-60e4-581c-b576-6730c53d01a3,07bc88ed-653f-5d5c-8405-1b54fd0bc93a,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,95,63,2025-10-02 09:14:26+00
5bb9813d-efdd-59e5-93ad-e3cc0ac0d847,07bc88ed-653f-5d5c-8405-1b54fd0bc93a,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,290,101,2025-10-02 09:26:28+00
5fdf65d5-166c-52e4-9a3f-a37629d87072,f35f110a-04f7-5a6d-8055-2b55865f9431,81c0642e-2463-5abd-ae26-b4b567d51419,202,84,2025-10-02 09:29:38+00
be11976e-66a9-5e79-b68c-6bb0f0531619,f35f110a-04f7-5a6d-8055-2b55865f9431,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,205,105,2025-10-02 09:11:47+00
7ed5bad1-4a47-528e-90d5-74aa2d0cb437,f35f110a-04f7-5a6d-8055-2b55865f9431,22113422-0935-5ebd-b323-7908c0e6bfd5,124,81,2025-10-02 09:19:22+00
dd2658c2-114a-5e6d-b2d1-c4fe28a4270c,006859dd-03ed-5517-b85c-9b10f4079cb5,915b9517-c3e0-56bb-9f5b-959c6c507cc4,256,89,2025-10-02 09:14:07+00
07a84302-1f2e-54aa-99dc-57ae5c2aaffa,006859dd-03ed-5517-b85c-9b10f4079cb5,81c0642e-2463-5abd-ae26-b4b567d51419,188,104,2025-10-02 09:01:44+00
d5f6abd1-43f4-58dd-96fa-c9dc5cacd1d7,006859dd-03ed-5517-b85c-9b10f4079cb5,6400998a-1542-5bd0-baca-290648d04849,44,61,2025-10-02 09:14:59+00
5f685413-9e51-5f05-b4f6-db90c02cf866,c61d52d8-69ca-5af7-b17e-342add431395,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,60,45,2025-10-02 09:04:57+00
7de6f874-3d63-5348-ab54-0f29b25d4d0b,c61d52d8-69ca-5af7-b17e-342add431395,915b9517-c3e0-56bb-9f5b-959c6c507cc4,13,62,2025-10-02 09:23:18+00
e080b40a-3c5a-5bd4-90fb-a5cb6a3d0059,c61d52d8-69ca-5af7-b17e-342add431395,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,99,73,2025-10-02 09:22:24+00
c4b56a51-a960-50b7-8028-e5a0287ac90b,ceb3aedd-45e3-5281-b46e-6ea2d162dada,81c0642e-2463-5abd-ae26-b4b567d51419,27,70,2025-10-02 09:15:22+00
a8c92056-2780-5a47-966f-dfe3d1ab4640,ceb3aedd-45e3-5281-b46e-6ea2d162dada,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,273,119,2025-10-02 09:08:15+00
82be2d56-ad57-50bd-a26e-011b78c0a88f,ceb3aedd-45e3-5281-b46e-6ea2d162dada,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,106,57,2025-10-02 09:26:23+00
779ab132-63ab-587c-94fe-05415b40b52c,94388e12-1b8a-57cd-9df9-963d94aebd2f,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,121,76,2025-10-02 09:06:59+00
c7c6a273-268c-5695-bcad-3a09b2ef644e,94388e12-1b8a-57cd-9df9-963d94aebd2f,6400998a-1542-5bd0-baca-290648d04849,237,79,2025-10-02 09:17:52+00
8e81f39b-407b-52f4-bff9-929ef9cf9f9f,94388e12-1b8a-57cd-9df9-963d94aebd2f,915b9517-c3e0-56bb-9f5b-959c6c507cc4,124,82,2025-10-02 09:17:57+00
e4bd1959-cbb2-54e0-92fd-8c2a8552431c,15d9173a-dcdc-565e-b3ad-d620db6b951e,6400998a-1542-5bd0-baca-290648d04849,292,101,2025-10-02 09:03:20+00
9ab044a7-3fdd-53d5-be03-599cd1d9bf39,15d9173a-dcdc-565e-b3ad-d620db6b951e,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,367,117,2025-10-02 09:03:25+00
7c8b1b29-fbad-5fb2-bf8b-832214358f4f,15d9173a-dcdc-565e-b3ad-d620db6b951e,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,72,53,2025-10-02 09:14:35+00
2f784ccf-c7aa-5d2c-8b21-adc4f6f32165,2bbacf7e-b42a-5cbb-947e-8449c3ce4cdf,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,85,55,2025-10-02 09:12:57+00
d4374665-f8cf-5d73-b614-7ecd8b649788,2bbacf7e-b42a-5cbb-947e-8449c3ce4cdf,81c0642e-2463-5abd-ae26-b4b567d51419,322,96,2025-10-02 09:01:58+00
9581a727-5f19-538a-b207-5aec977677a0,ad693b8b-7a8c-55d2-af07-856dbc0947f3,81c0642e-2463-5abd-ae26-b4b567d51419,247,75,2025-10-02 09:19:19+00
8e422204-e086-5893-9a6b-0c6f57a04002,ad693b8b-7a8c-55d2-af07-856dbc0947f3,22113422-0935-5ebd-b323-7908c0e6bfd5,361,113,2025-10-02 09:08:40+00
fae4f23f-3ffc-5683-9320-5a613c28f5ca,ad693b8b-7a8c-55d2-af07-856dbc0947f3,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,158,53,2025-10-02 09:13:45+00
615c1d83-3f46-5719-a3ee-2ebdb17b989c,b91b8880-5a14-52b0-88a1-82b43722f13d,22113422-0935-5ebd-b323-7908c0e6bfd5,169,49,2025-10-02 09:01:32+00
3d4e198d-162a-58f4-b32f-5f16dd74201b,b91b8880-5a14-52b0-88a1-82b43722f13d,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,334,118,2025-10-02 09:04:03+00
803bd502-923c-541f-85c3-6cc84aac6842,243b2ad2-7938-5c62-a6c2-7c50309826c9,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,49,40,2025-10-02 09:27:23+00
591475a5-0ed4-5170-b07d-ccffacb7fec6,243b2ad2-7938-5c62-a6c2-7c50309826c9,915b9517-c3e0-56bb-9f5b-959c6c507cc4,128,88,2025-10-02 09:23:45+00
c53dc94f-02e8-5d6f-b7f5-bfc1bdbc2876,243b2ad2-7938-5c62-a6c2-7c50309826c9,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,176,98,2025-10-02 09:26:32+00
db15fd46-5080-5ad5-8150-884a12a13753,54920af9-508a-5113-b69a-edf671150eae,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,191,73,2025-10-02 09:24:01+00
37620343-42ab-529a-a741-0b191ffed745,54920af9-508a-5113-b69a-edf671150eae,915b9517-c3e0-56bb-9f5b-959c6c507cc4,38,40,2025-10-02 09:17:43+00
92864e03-817a-5644-8edf-0a3b3f91b6e1,9ff8c119-9362-58c7-a666-38d0b4648d9f,22113422-0935-5ebd-b323-7908c0e6bfd5,131,73,2025-10-02 09:29:38+00
b4683ad8-875e-5fe4-8b3e-a491a33f72bb,9ff8c119-9362-58c7-a666-38d0b4648d9f,6400998a-1542-5bd0-baca-290648d04849,141,93,2025-10-02 09:21:57+00
8d114879-988b-5e43-97e8-902af2838945,9ff8c119-9362-58c7-a666-38d0b4648d9f,915b9517-c3e0-56bb-9f5b-959c6c507cc4,194,74,2025-10-02 09:14:42+00
2522f425-ac8f-5eeb-8d26-3e2b544406cf,acfe6c34-9533-5280-a535-e5ac42d2d1ed,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,253,101,2025-10-02 09:14:04+00
a490efe6-8914-517f-b707-5c57e115c279,acfe6c34-9533-5280-a535-e5ac42d2d1ed,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,251,106,2025-10-02 09:00:01+00
c661e06a-5b36-5bae-afe5-667ee41462c0,2d008e55-7465-5b88-b3ad-5573f8628a15,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,260,90,2025-10-02 09:09:36+00
4ca7c676-06f4-5881-a21e-9e4dbb6636a1,2d008e55-7465-5b88-b3ad-5573f8628a15,915b9517-c3e0-56bb-9f5b-959c6c507cc4,60,51,2025-10-02 09:28:02+00
258b7876-ded9-52b2-b855-0bec86c0699c,f9a2d9a9-bc20-54c3-9fef-65c4c4fc5551,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,154,80,2025-10-02 09:10:32+00
66fa8101-3ee4-51a4-9810-ada18a89197c,f9a2d9a9-bc20-54c3-9fef-65c4c4fc5551,6400998a-1542-5bd0-baca-290648d04849,124,47,2025-10-02 09:05:23+00
4d7ebbbf-2143-5534-ba5f-7a7f1a97714c,f9a2d9a9-bc20-54c3-9fef-65c4c4fc5551,22113422-0935-5ebd-b323-7908c0e6bfd5,106,64,2025-10-02 09:21:50+00
16241ce5-5030-5d2c-9493-6bbfb0ac9452,d74d66bc-c224-5dc7-bf9a-d579ecca90a3,81c0642e-2463-5abd-ae26-b4b567d51419,92,48,2025-10-02 09:20:52+00
965f89c6-0919-5f65-85c6-49158ed035f6,d74d66bc-c224-5dc7-bf9a-d579ecca90a3,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,298,97,2025-10-02 09:29:35+00
627506d2-2bc1-587d-8dc1-6c3ce9d45bdd,d74d66bc-c224-5dc7-bf9a-d579ecca90a3,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,96,44,2025-10-02 09:21:23+00
6c94572b-7ac9-5db3-93e1-84f4a868a3dc,2443f1d9-f613-5a5e-9318-2861f49dc5e1,81c0642e-2463-5abd-ae26-b4b567d51419,82,48,2025-10-02 09:00:21+00
9c298493-875d-5cbb-8505-1c7c1fdd679b,2443f1d9-f613-5a5e-9318-2861f49dc5e1,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,232,93,2025-10-02 09:20:34+00
2eff16b6-62cc-59cc-ab22-d0d538f5ca00,8f14e371-c09b-586b-b452-efcf2dd98e9e,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,112,57,2025-10-02 09:13:35+00
043e4898-21f7-5d00-84e0-0df349cacf4d,8f14e371-c09b-586b-b452-efcf2dd98e9e,22113422-0935-5ebd-b323-7908c0e6bfd5,302,108,2025-10-02 09:18:47+00
32b19e72-072b-580a-bf22-1fef1763048b,8f14e371-c09b-586b-b452-efcf2dd98e9e,915b9517-c3e0-56bb-9f5b-959c6c507cc4,207,78,2025-10-02 09:23:06+00
b4c4a47d-d32a-51b5-a00d-f5cadfcfcb20,09da575c-c098-57a9-9543-7accb733d523,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,96,81,2025-10-02 09:07:15+00
b562049b-bbb6-5d9f-a205-c6c35f5b7227,09da575c-c098-57a9-9543-7accb733d523,6400998a-1542-5bd0-baca-290648d04849,117,52,2025-10-02 09:21:49+00
310f3503-c35c-5fd3-9a06-95f41b9310c4,09da575c-c098-57a9-9543-7accb733d523,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,140,93,2025-10-02 09:18:53+00
1d7671b3-e9bb-525c-ad1e-3e8bb1082f02,27a4130a-b503-5119-b180-5e8664250801,915b9517-c3e0-56bb-9f5b-959c6c507cc4,306,106,2025-10-02 09:18:23+00
b637d611-a5b4-52b9-8b01-424584ba40de,27a4130a-b503-5119-b180-5e8664250801,6400998a-1542-5bd0-baca-290648d04849,190,66,2025-10-02 09:24:03+00
c14b6441-04ed-5901-8ec2-85ca30db418f,ae9ace2d-a3a0-54a4-8960-b246ed4a1923,81c0642e-2463-5abd-ae26-b4b567d51419,173,79,2025-10-02 09:04:17+00
e5355680-8a97-5f97-a5cc-607c640d8b68,ae9ace2d-a3a0-54a4-8960-b246ed4a1923,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,52,70,2025-10-02 09:19:33+00
52aad297-3203-531f-8965-bc0499c224d1,3ee2192b-8ca1-5c59-936d-c903c3e48eab,81c0642e-2463-5abd-ae26-b4b567d51419,190,62,2025-10-02 09:29:24+00
e2e05fd0-47cb-5bb3-a730-57b40c1670c3,3ee2192b-8ca1-5c59-936d-c903c3e48eab,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,273,87,2025-10-02 09:21:54+00
243a9408-576a-5b13-8f4f-2251f8e7d631,3ee2192b-8ca1-5c59-936d-c903c3e48eab,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,73,47,2025-10-02 09:16:03+00
61283595-bebf-57bc-af53-ad118693566a,d98364cb-84ab-59f8-956b-ec366d0549ba,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,98,80,2025-10-02 09:10:16+00
2a621293-c1ca-5f17-ba1f-68ba09b0568e,d98364cb-84ab-59f8-956b-ec366d0549ba,22113422-0935-5ebd-b323-7908c0e6bfd5,95,49,2025-10-02 09:10:05+00
fd89bb8a-d61e-5a1b-9d72-f3c0b6006949,1b09b1ce-4826-5638-b553-51db6eaa2b20,22113422-0935-5ebd-b323-7908c0e6bfd5,268,99,2025-10-02 09:10:45+00
0713573f-8108-5042-ada0-da0f7256f666,1b09b1ce-4826-5638-b553-51db6eaa2b20,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,229,66,2025-10-02 09:13:24+00
73d58a12-7b56-5734-80a6-64a55c81a5d7,1b09b1ce-4826-5638-b553-51db6eaa2b20,81c0642e-2463-5abd-ae26-b4b567d51419,108,76,2025-10-02 09:23:28+00
0c0e2387-0b5b-559e-aa43-913da8df9eeb,90457572-eed4-5762-bd5c-ef2fc7e011b1,6400998a-1542-5bd0-baca-290648d04849,36,47,2025-10-02 09:17:09+00
5029f236-55f1-58aa-bed5-5aa759756653,90457572-eed4-5762-bd5c-ef2fc7e011b1,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,36,52,2025-10-02 09:24:47+00
a2ae6474-4f84-533f-85da-9af67cf11bf1,90457572-eed4-5762-bd5c-ef2fc7e011b1,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,45,44,2025-10-02 09:26:38+00
95071274-95a7-5f54-8134-dde87525d070,f1ee5baa-6f6f-5918-b753-c275aa202ced,915b9517-c3e0-56bb-9f5b-959c6c507cc4,128,40,2025-10-02 09:22:58+00
b519c282-776f-57b9-879f-a43a02f20d06,f1ee5baa-6f6f-5918-b753-c275aa202ced,6400998a-1542-5bd0-baca-290648d04849,148,102,2025-10-02 09:19:58+00
9427f338-97e0-54d1-8839-c2cfbf8b1d8f,1947fc91-c264-55ec-b220-833e4a472434,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,202,75,2025-10-02 09:20:20+00
0a55c8a5-5fe4-5064-832c-1afb787f31a4,1947fc91-c264-55ec-b220-833e4a472434,8517ed2a-3738-5e12-a1bc-f0e872fd3d71,0,40,2025-10-02 09:12:27+00
ee139613-1631-5b64-a86e-085d2c0bbf1d,1947fc91-c264-55ec-b220-833e4a472434,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,81,88,2025-10-02 09:04:00+00
dbc754bd-6cba-59f2-9d98-591b2861139c,bc7ffb28-daae-5f42-b239-9e7e75f8daf8,6400998a-1542-5bd0-baca-290648d04849,183,86,2025-10-02 09:18:34+00
52cf1803-8f56-5c22-8dfc-dfed92978087,bc7ffb28-daae-5f42-b239-9e7e75f8daf8,81c0642e-2463-5abd-ae26-b4b567d51419,88,49,2025-10-02 09:04:40+00
2bd10543-3d94-5862-bf67-7c9896138a7a,9e2af266-df1a-5452-9ef7-eea6612e24c2,42ad692d-b82d-5a13-91a1-a9fd0fcaf73b,115,61,2025-10-02 09:00:45+00
f081a2c2-5182-59eb-92a7-c6993fcba216,9e2af266-df1a-5452-9ef7-eea6612e24c2,915b9517-c3e0-56bb-9f5b-959c6c507cc4,53,52,2025-10-02 09:00:49+00
2a593fb5-b7a2-566e-904c-7442278114d1,b4be3f24-e094-50b0-8270-b25c0dd8171f,6d6d0a34-9f5e-59b5-8834-675b7c7c4f20,164,69,2025-10-02 09:22:08+00
23636837-069c-593f-962c-4d4fa61c8956,b4be3f24-e094-50b0-8270-b25c0dd8171f,81c0642e-2463-5abd-ae26-b4b567d51419,125,52,2025-10-02 09:25:42+00
ba4bd091-c317-5e6f-889e-ec9defb33c2b,56e22fbb-9795-58f2-8018-b1de3131c7aa,a71f4bf4-a78e-5fa3-a8bd-e34ee2c97dcd,240,86,2025-10-02 09:25:09+00
